Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,8,12.02,retrieval,57,SPACE,"blacksquare.bmp",770,True,97967,254,280,"Jacquie_4.avi (402 x 288)",2999,"sun_tree.bmp",2436,"blacksquare.bmp",778,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,9,13.01,retrieval,2,2,"glass_bowl.bmp",569,False,104460,240,267,"Jacquie_4.avi (402 x 288)",2999,"glass_bowl.bmp",589,"blacksquare.bmp",7458,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,9,13.02,retrieval,57,SPACE,"blacksquare.bmp",7449,True,104460,240,267,"Jacquie_4.avi (402 x 288)",2999,"glass_bowl.bmp",589,"blacksquare.bmp",7458,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,10,14.01,retrieval,2,2,"nail_pencil.bmp",3898,True,115773,227,254,"Jacquie_4.avi (402 x 288)",2999,"nail_pencil.bmp",3923,"blacksquare.bmp",1339,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,10,14.02,retrieval,57,SPACE,"blacksquare.bmp",1335,True,115773,227,254,"Jacquie_4.avi (402 x 288)",2999,"nail_pencil.bmp",3923,"blacksquare.bmp",1339,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,11,15.01,retrieval,1,1,"leg_arm.bmp",3373,True,124288,308,335,"Jacquie_4.avi (402 x 288)",2999,"leg_arm.bmp",3387,"whiteborder.bmp",630,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,11,15.02,retrieval,57,SPACE,"whiteborder.bmp",630,True,124288,308,335,"Jacquie_4.avi (402 x 288)",2999,"leg_arm.bmp",3387,"whiteborder.bmp",630,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,12,16.01,retrieval,1,1,"flower_leaf.bmp",8447,True,131639,213,240,"Jacquie_4.avi (402 x 288)",2999,"flower_leaf.bmp",8462,"blacksquare.bmp",763,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,12,16.02,retrieval,57,SPACE,"blacksquare.bmp",760,True,131639,213,240,"Jacquie_4.avi (402 x 288)",2999,"flower_leaf.bmp",8462,"blacksquare.bmp",763,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,13,17.01,retrieval,2,2,"hair_hat.bmp",6948,True,144103,241,268,"Jacquie_4.avi (402 x 288)",2999,"hair_hat.bmp",6962,"blacksquare.bmp",562,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,13,17.02,retrieval,57,SPACE,"blacksquare.bmp",560,True,144103,241,268,"Jacquie_4.avi (402 x 288)",2999,"hair_hat.bmp",6962,"blacksquare.bmp",562,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,14,18.01,retrieval,1,1,"watermelon_orange.bmp",5893,True,154894,254,282,"Jacquie_4.avi (402 x 288)",2999,"watermelon_orange.bmp",5917,"blacksquare.bmp",751,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,14,18.02,retrieval,57,SPACE,"blacksquare.bmp",744,True,154894,254,282,"Jacquie_4.avi (402 x 288)",2999,"watermelon_orange.bmp",5917,"blacksquare.bmp",751,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,15,19.01,retrieval,1,1,"ball_drum.bmp",3720,False,164843,240,266,"Jacquie_4.avi (402 x 288)",2999,"ball_drum.bmp",3736,"blacksquare.bmp",549,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,15,19.02,retrieval,57,SPACE,"blacksquare.bmp",545,True,164843,240,266,"Jacquie_4.avi (402 x 288)",2999,"ball_drum.bmp",3736,"blacksquare.bmp",549,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,16,20.01,retrieval,1,1,"garbagecan_box.bmp",5443,True,172393,562,589,"Jacquie_4.avi (402 x 288)",2999,"garbagecan_box.bmp",5462,"blacksquare.bmp",524,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,16,20.02,retrieval,57,SPACE,"blacksquare.bmp",515,True,172393,562,589,"Jacquie_4.avi (402 x 288)",2999,"garbagecan_box.bmp",5462,"blacksquare.bmp",524,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,17,21.01,retrieval,2,2,"lettuce_corn.bmp",2701,True,181967,615,641,"Jacquie_4.avi (402 x 288)",2999,"lettuce_corn.bmp",2718,"blacksquare.bmp",362,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,17,21.02,retrieval,57,SPACE,"blacksquare.bmp",355,True,181967,615,641,"Jacquie_4.avi (402 x 288)",2999,"lettuce_corn.bmp",2718,"blacksquare.bmp",362,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,18,22.01,retrieval,2,2,"knife_key.bmp",4661,False,188687,241,268,"Jacquie_4.avi (402 x 288)",2999,"knife_key.bmp",4685,"blacksquare.bmp",617,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,18,22.02,retrieval,57,SPACE,"blacksquare.bmp",610,True,188687,241,268,"Jacquie_4.avi (402 x 288)",2999,"knife_key.bmp",4685,"blacksquare.bmp",617,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,19,23.01,retrieval,2,2,"hand_foot.bmp",2202,False,197256,615,642,"Jacquie_4.avi (402 x 288)",2999,"hand_foot.bmp",2223,"blacksquare.bmp",522,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,19,23.02,retrieval,57,SPACE,"blacksquare.bmp",515,True,197256,615,642,"Jacquie_4.avi (402 x 288)",2999,"hand_foot.bmp",2223,"blacksquare.bmp",522,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,20,24.01,retrieval,2,2,"star_cloud.bmp",5857,True,203642,201,227,"Jacquie_4.avi (402 x 288)",2999,"star_cloud.bmp",5878,"blacksquare.bmp",697,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,20,24.02,retrieval,57,SPACE,"blacksquare.bmp",696,True,203642,201,227,"Jacquie_4.avi (402 x 288)",2999,"star_cloud.bmp",5878,"blacksquare.bmp",697,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,21,25.01,retrieval,1,1,"ring_watch.bmp",2732,False,213443,227,253,"Jacquie_4.avi (402 x 288)",3000,"ring_watch.bmp",2758,"whiteborder.bmp",616,
9/30/2014,12:33,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_1.csv,28,1,2,21,25.02,retrieval,57,SPACE,"whiteborder.bmp",614,True,213443,227,253,"Jacquie_4.avi (402 x 288)",3000,"ring_watch.bmp",2758,"whiteborder.bmp",616,
