Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,
9/6/2014,10:23,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,23,1,2,1,4.01,encode,57,SPACE,"press spacebar to start retrieval task",6271,True,33106,26,53,"press spacebar to start retrieval task",6280,
9/6/2014,10:23,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,23,1,1,2,5.01,encode,57,SPACE,"blacksquare.bmp",4843,True,39439,749,775," Jackie3.avi (848x489)",28,"Jackie_3.mpg (848x489)",2999,"blacksquare.bmp",4847,
9/6/2014,10:23,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,23,1,2,2,6.01,retrieval,1,1,"hair_hat.bmp",1935,True,48088,187,213,"hair_hat.bmp",1955,"blacksquare.bmp",3603,
9/6/2014,10:23,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,23,1,2,2,6.02,retrieval,57,SPACE,"blacksquare.bmp",3599,True,48088,187,213,"hair_hat.bmp",1955,"blacksquare.bmp",3603,
9/6/2014,10:23,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,23,1,2,3,7.01,retrieval,1,1,"shirt_cap.bmp",5014,False,53859,133,160,"shirt_cap.bmp",5034,"blacksquare.bmp",3669,
9/6/2014,10:23,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,23,1,2,3,7.02,retrieval,57,SPACE,"blacksquare.bmp",3656,True,53859,133,160,"shirt_cap.bmp",5034,"blacksquare.bmp",3669,
9/6/2014,10:23,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,23,1,2,4,8.01,retrieval,1,1,"garbagecan_box.bmp",1378,True,62722,133,160,"garbagecan_box.bmp",1392,"blacksquare.bmp",3790,
9/6/2014,10:23,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,23,1,2,4,8.02,retrieval,57,SPACE,"blacksquare.bmp",3790,True,62722,133,160,"garbagecan_box.bmp",1392,"blacksquare.bmp",3790,
9/6/2014,10:23,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,23,1,2,5,9.01,retrieval,1,1,"leg_arm.bmp",442,False,68064,134,160,"leg_arm.bmp",469,"blacksquare.bmp",5369,
9/6/2014,10:23,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,23,1,2,5,9.02,retrieval,57,SPACE,"blacksquare.bmp",5366,True,68064,134,160,"leg_arm.bmp",469,"blacksquare.bmp",5369,
9/6/2014,10:23,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,23,1,2,6,10.01,retrieval,1,1,"scissors_brush.bmp",1194,True,74062,134,160,"scissors_brush.bmp",1219,"blacksquare.bmp",3709,
9/6/2014,10:23,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,23,1,2,6,10.02,retrieval,57,SPACE,"blacksquare.bmp",3700,True,74062,134,160,"scissors_brush.bmp",1219,"blacksquare.bmp",3709,
