Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,1,4.01,encode,57,SPACE,"press spacebar to start retrieval task",13953,True,36053,25,53,"press spacebar to start retrieval task",13964,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,1,2,5.01,encode,57,SPACE,"blacksquare.bmp",10958,True,50070,642,669," Jackie3.avi (848x489)",27,"Jackie_3.mpg (848x489)",2999,"blacksquare.bmp",10966,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,2,6.01,retrieval,1,1,"hair_hat.bmp",3413,True,64731,40,66,"hair_hat.bmp",3428,"blacksquare.bmp",3522,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,2,6.02,retrieval,57,SPACE,"blacksquare.bmp",3518,True,64731,40,66,"hair_hat.bmp",3428,"blacksquare.bmp",3522,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,3,7.01,retrieval,1,1,"shirt_cap.bmp",16484,False,71747,39,67,"shirt_cap.bmp",16507,"blacksquare.bmp",4112,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,3,7.02,retrieval,57,SPACE,"blacksquare.bmp",4102,True,71747,39,67,"shirt_cap.bmp",16507,"blacksquare.bmp",4112,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,4,8.01,retrieval,2,2,"garbagecan_box.bmp",14022,False,92433,39,66,"garbagecan_box.bmp",14044,"blacksquare.bmp",3134,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,4,8.02,retrieval,57,SPACE,"blacksquare.bmp",3133,True,92433,39,66,"garbagecan_box.bmp",14044,"blacksquare.bmp",3134,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,5,9.01,retrieval,1,1,"leg_arm.bmp",7888,False,109677,40,66,"leg_arm.bmp",7913,"blacksquare.bmp",3629,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,5,9.02,retrieval,57,SPACE,"blacksquare.bmp",3628,True,109677,40,66,"leg_arm.bmp",7913,"blacksquare.bmp",3629,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,6,10.01,retrieval,2,2,"scissors_brush.bmp",27351,False,121285,39,67,"scissors_brush.bmp",27366,"blacksquare.bmp",3308,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,6,10.02,retrieval,57,SPACE,"blacksquare.bmp",3295,True,121285,39,67,"scissors_brush.bmp",27366,"blacksquare.bmp",3308,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,7,11.01,retrieval,2,2,"watermelon_orange.bmp",1246,True,152026,40,66,"watermelon_orange.bmp",1259,"blacksquare.bmp",3146,
9/6/2014,11:55,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,22,1,2,7,11.02,retrieval,57,SPACE,"blacksquare.bmp",3136,True,152026,40,66,"watermelon_orange.bmp",1259,"blacksquare.bmp",3146,
