Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,
9/3/2014,10:08,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,21,1,2,1,1.01,encode,57,SPACE,"press spacebar to start retrieval task",559,True,0,29,56,"press spacebar to start retrieval task",563,
9/3/2014,10:08,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,21,1,1,2,2.01,encode,57,SPACE,"blacksquare.bmp",7074,True,619,857,883," Jackie3.avi (848x489)",40,"Jackie_3.mpg (848x489)",2999,"blacksquare.bmp",7083,
9/3/2014,10:08,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,21,1,2,2,3.01,retrieval,2,2,"hair_hat.bmp",5926,False,11624,200,228,"hair_hat.bmp",5944,"blacksquare.bmp",4191,
9/3/2014,10:08,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,21,1,2,2,3.02,retrieval,57,SPACE,"blacksquare.bmp",4179,True,11624,200,228,"hair_hat.bmp",5944,"blacksquare.bmp",4191,
9/3/2014,10:08,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,21,1,2,3,4.01,retrieval,1,1,"shirt_cap.bmp",1723,False,21987,147,173,"shirt_cap.bmp",1742,"blacksquare.bmp",3374,
9/3/2014,10:08,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,21,1,2,3,4.02,retrieval,57,SPACE,"blacksquare.bmp",3372,True,21987,147,173,"shirt_cap.bmp",1742,"blacksquare.bmp",3374,
9/3/2014,10:08,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,21,1,2,4,5.01,retrieval,1,1,"garbagecan_box.bmp",9023,True,27276,146,173,"garbagecan_box.bmp",9038,"blacksquare.bmp",3173,
9/3/2014,10:08,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,21,1,2,4,5.02,retrieval,57,SPACE,"blacksquare.bmp",3169,True,27276,146,173,"garbagecan_box.bmp",9038,"blacksquare.bmp",3173,
9/3/2014,10:08,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,21,1,2,5,6.01,retrieval,2,2,"leg_arm.bmp",9427,True,39660,201,227,"leg_arm.bmp",9453,"blacksquare.bmp",3629,
9/3/2014,10:08,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,21,1,2,5,6.02,retrieval,57,SPACE,"blacksquare.bmp",3627,True,39660,201,227,"leg_arm.bmp",9453,"blacksquare.bmp",3629,
9/3/2014,10:08,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,21,1,2,6,7.01,retrieval,1,1,"scissors_brush.bmp",5893,True,52969,159,186,"scissors_brush.bmp",5918,"blacksquare.bmp",3682,
9/3/2014,10:08,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\1_Tadpole_Memory_1a_Retrieval_Strength.csv,21,1,2,6,7.02,retrieval,57,SPACE,"blacksquare.bmp",3678,True,52969,159,186,"scissors_brush.bmp",5918,"blacksquare.bmp",3682,
