Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,6,10.01,retrieval,1,1,"scissors_brush.bmp",3507,False,77755,254,281,"Jacquie_4.avi (402 x 288)",2999,"scissors_brush.bmp",3522,"blacksquare.bmp",937,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,6,10.02,retrieval,57,SPACE,"blacksquare.bmp",934,True,77755,254,281,"Jacquie_4.avi (402 x 288)",2999,"scissors_brush.bmp",3522,"blacksquare.bmp",937,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,7,11.01,retrieval,1,1,"duck_frog.bmp",2620,False,85494,294,320,"Jacquie_4.avi (402 x 288)",2999,"duck_frog.bmp",2638,"blacksquare.bmp",1219,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,7,11.02,retrieval,57,SPACE,"blacksquare.bmp",1213,True,85494,294,320,"Jacquie_4.avi (402 x 288)",2999,"duck_frog.bmp",2638,"blacksquare.bmp",1219,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,8,12.01,retrieval,2,2,"sun_tree.bmp",4262,False,92670,227,254,"Jacquie_4.avi (402 x 288)",2999,"sun_tree.bmp",4285,"blacksquare.bmp",964,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,8,12.02,retrieval,57,SPACE,"blacksquare.bmp",957,True,92670,227,254,"Jacquie_4.avi (402 x 288)",2999,"sun_tree.bmp",4285,"blacksquare.bmp",964,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,9,13.01,retrieval,1,1,"glass_bowl.bmp",2716,False,101172,227,254,"Jacquie_4.avi (402 x 288)",2999,"glass_bowl.bmp",2731,"blacksquare.bmp",979,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,9,13.02,retrieval,57,SPACE,"blacksquare.bmp",973,True,101172,227,254,"Jacquie_4.avi (402 x 288)",2999,"glass_bowl.bmp",2731,"blacksquare.bmp",979,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,10,14.01,retrieval,1,1,"nail_pencil.bmp",3351,True,108135,213,240,"Jacquie_4.avi (402 x 288)",2999,"nail_pencil.bmp",3374,"blacksquare.bmp",1179,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,10,14.02,retrieval,57,SPACE,"blacksquare.bmp",1178,True,108135,213,240,"Jacquie_4.avi (402 x 288)",2999,"nail_pencil.bmp",3374,"blacksquare.bmp",1179,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,11,15.01,retrieval,1,1,"leg_arm.bmp",3123,False,115927,360,387,"Jacquie_4.avi (402 x 288)",2999,"leg_arm.bmp",3147,"whiteborder.bmp",1272,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,11,15.02,retrieval,57,SPACE,"whiteborder.bmp",1271,True,115927,360,387,"Jacquie_4.avi (402 x 288)",2999,"leg_arm.bmp",3147,"whiteborder.bmp",1272,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,12,16.01,retrieval,2,2,"flower_leaf.bmp",2872,True,123732,281,308,"Jacquie_4.avi (402 x 288)",2999,"flower_leaf.bmp",2892,"blacksquare.bmp",911,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,12,16.02,retrieval,57,SPACE,"blacksquare.bmp",909,True,123732,281,308,"Jacquie_4.avi (402 x 288)",2999,"flower_leaf.bmp",2892,"blacksquare.bmp",911,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,13,17.01,retrieval,1,1,"hair_hat.bmp",3780,True,130842,267,294,"Jacquie_4.avi (402 x 288)",2999,"hair_hat.bmp",3802,"blacksquare.bmp",1018,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,13,17.02,retrieval,57,SPACE,"blacksquare.bmp",1011,True,130842,267,294,"Jacquie_4.avi (402 x 288)",2999,"hair_hat.bmp",3802,"blacksquare.bmp",1018,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,14,18.01,retrieval,1,1,"watermelon_orange.bmp",3151,False,138955,254,281,"Jacquie_4.avi (402 x 288)",2999,"watermelon_orange.bmp",3173,"blacksquare.bmp",1259,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,14,18.02,retrieval,57,SPACE,"blacksquare.bmp",1257,True,138955,254,281,"Jacquie_4.avi (402 x 288)",2999,"watermelon_orange.bmp",3173,"blacksquare.bmp",1259,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,15,19.01,retrieval,2,2,"ball_drum.bmp",2715,False,146667,254,281,"Jacquie_4.avi (402 x 288)",2999,"ball_drum.bmp",2731,"blacksquare.bmp",2303,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,15,19.02,retrieval,57,SPACE,"blacksquare.bmp",2297,True,146667,254,281,"Jacquie_4.avi (402 x 288)",2999,"ball_drum.bmp",2731,"blacksquare.bmp",2303,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,16,20.01,retrieval,1,1,"garbagecan_box.bmp",3112,False,154981,334,362,"Jacquie_4.avi (402 x 288)",2999,"garbagecan_box.bmp",3133,"blacksquare.bmp",1178,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,16,20.02,retrieval,57,SPACE,"blacksquare.bmp",1169,True,154981,334,362,"Jacquie_4.avi (402 x 288)",2999,"garbagecan_box.bmp",3133,"blacksquare.bmp",1178,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,17,21.01,retrieval,1,1,"lettuce_corn.bmp",3719,True,162653,254,281,"Jacquie_4.avi (402 x 288)",2999,"lettuce_corn.bmp",3736,"blacksquare.bmp",1285,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,17,21.02,retrieval,57,SPACE,"blacksquare.bmp",1283,True,162653,254,281,"Jacquie_4.avi (402 x 288)",2999,"lettuce_corn.bmp",3736,"blacksquare.bmp",1285,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,18,22.01,retrieval,1,1,"knife_key.bmp",2473,False,170954,281,308,"Jacquie_4.avi (402 x 288)",2999,"knife_key.bmp",2490,"blacksquare.bmp",1581,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,18,22.02,retrieval,57,SPACE,"blacksquare.bmp",1574,True,170954,281,308,"Jacquie_4.avi (402 x 288)",2999,"knife_key.bmp",2490,"blacksquare.bmp",1581,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,19,23.01,retrieval,1,1,"hand_foot.bmp",2583,False,178332,267,294,"Jacquie_4.avi (402 x 288)",2999,"hand_foot.bmp",2597,"blacksquare.bmp",924,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,19,23.02,retrieval,57,SPACE,"blacksquare.bmp",915,True,178332,267,294,"Jacquie_4.avi (402 x 288)",2999,"hand_foot.bmp",2597,"blacksquare.bmp",924,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,20,24.01,retrieval,1,1,"star_cloud.bmp",2791,True,185146,281,308,"Jacquie_4.avi (402 x 288)",2999,"star_cloud.bmp",2812,"blacksquare.bmp",830,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,20,24.02,retrieval,57,SPACE,"blacksquare.bmp",820,True,185146,281,308,"Jacquie_4.avi (402 x 288)",2999,"star_cloud.bmp",2812,"blacksquare.bmp",830,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,21,25.01,retrieval,2,2,"ring_watch.bmp",2842,False,192095,281,307,"Jacquie_4.avi (402 x 288)",2999,"ring_watch.bmp",2866,"whiteborder.bmp",884,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,21,25.02,retrieval,57,SPACE,"whiteborder.bmp",878,True,192095,281,307,"Jacquie_4.avi (402 x 288)",2999,"ring_watch.bmp",2866,"whiteborder.bmp",884,
