Date,Time,File,Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,1,4.01,encode,57,SPACE,"press spacebar to start retrieval task",4407,True,32407,27,54,"press spacebar to start retrieval task",4419,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,1,2,5.01,encode,57,SPACE,"blacksquare.bmp",1706,True,36880,266,294,"jacquie_3_new.avi (402 x 288)",2999,"blacksquare.bmp",1714,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,2,6.01,retrieval,2,2,"lion_bear.bmp",5422,False,41887,307,334,"Jacquie_4.avi (402 x 288)",2999,"lion_bear.bmp",5436,"blacksquare.bmp",1259,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,2,6.02,retrieval,57,SPACE,"blacksquare.bmp",1254,True,41887,307,334,"Jacquie_4.avi (402 x 288)",2999,"lion_bear.bmp",5436,"blacksquare.bmp",1259,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,3,7.01,retrieval,2,2,"lips_ear.bmp",5763,False,51915,280,308,"Jacquie_4.avi (402 x 288)",2999,"lips_ear.bmp",5784,"blacksquare.bmp",1191,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,3,7.02,retrieval,57,SPACE,"blacksquare.bmp",1191,True,51915,280,308,"Jacquie_4.avi (402 x 288)",2999,"lips_ear.bmp",5784,"blacksquare.bmp",1191,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,4,8.01,retrieval,2,2,"shirt_cap.bmp",2820,True,62197,254,282,"Jacquie_4.avi (402 x 288)",2999,"shirt_cap.bmp",2837,"blacksquare.bmp",1354,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,4,8.02,retrieval,57,SPACE,"blacksquare.bmp",1350,True,62197,254,282,"Jacquie_4.avi (402 x 288)",2999,"shirt_cap.bmp",2837,"blacksquare.bmp",1354,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,5,9.01,retrieval,2,2,"mouse_squirrel.bmp",3924,False,69669,267,294,"Jacquie_4.avi (402 x 288)",2999,"mouse_squirrel.bmp",3949,"blacksquare.bmp",844,
10/8/2014,10:37,C:\Documents and Settings\lab\Desktop\Tadpole\2yoRETRIEVAL\Retrieval_2.csv,31,1,2,5,9.02,retrieval,57,SPACE,"blacksquare.bmp",831,True,69669,267,294,"Jacquie_4.avi (402 x 288)",2999,"mouse_squirrel.bmp",3949,"blacksquare.bmp",844,
