Data properties:

Recording date: 3/1/2016
Recording time: 14:05:44:570 (corresponds to time 0)
Study: perceptual_3
Subject: 115
Recording: 115
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
1	0	438	661	745	
2	438	167	24	278	
3	604	350	84	155	
4	954	3015	104	123	
5	3968	300	-151	218	
6	4268	533	53	140	
7	4801	100	-9	254	
8	7399	83	-960	1221	
9	7482	117	-1469	1326	
10	7782	200	553	742	
11	7982	233	468	450	
12	8215	366	307	451	
13	8582	416	356	464	
14	8998	283	447	1377	
15	10197	166	618	455	
16	10364	333	345	412	
17	10697	683	344	453	
18	11380	233	134	426	
19	11613	233	105	452	
20	11846	933	362	447	
21	12779	200	294	360	
22	12978	1932	260	279	
23	14911	216	306	462	
24	15127	616	359	455	
25	15743	300	628	411	
26	16043	899	255	269	
27	16942	400	348	472	
28	17342	600	82	132	
29	17941	416	224	270	
30	18608	300	243	269	
31	18907	100	-58	393	
32	25802	333	659	466	
33	26135	283	168	450	
34	26418	216	240	504	
35	26635	566	341	472	
36	27201	183	-1377	1444	
37	31148	17	31	-560	
38	34679	283	238	276	
39	34962	216	354	475	
40	35179	300	328	506	
41	35479	583	239	268	
42	36061	183	221	530	
43	36245	250	177	497	
44	36494	333	317	505	
45	36828	233	343	440	
46	37061	216	380	419	
47	37277	583	755	366	
48	37860	150	843	367	
49	38010	400	914	346	
50	38410	100	672	326	
51	41691	167	87	116	
52	41857	100	-379	94	
53	42340	17	-3378	734	
54	42723	83	-2787	1302	
55	42807	200	-92	233	
56	43006	883	64	125	
57	43889	183	252	440	
58	44072	200	259	295	
59	44272	816	233	266	
60	45088	266	251	484	
61	45355	283	240	546	
62	45638	266	262	481	
63	45904	267	313	427	
64	46171	183	245	302	
65	46354	2332	615	362	
66	48686	133	617	294	
67	51217	17	115	123	
68	51350	550	81	111	
69	52050	133	82	112	
70	52383	50	94	110	
71	52649	117	505	400	
72	52766	216	334	384	
73	52983	216	719	309	
74	53199	267	772	265	
75	53466	433	628	355	
76	53899	600	346	371	
77	54498	200	98	393	
78	54698	733	88	454	
79	55431	466	89	408	
80	55897	100	141	372	
81	59295	17	95	90	
82	59545	17	94	95	
83	60161	116	734	426	
84	60444	150	754	297	
85	60594	933	782	274	
86	61526	133	641	280	
87	61660	266	269	534	
88	64541	516	66	91	
89	65706	17	95	1255	
90	65956	150	374	462	
91	66106	216	355	294	
92	66323	450	745	273	
93	66772	383	746	556	
94	67155	133	765	414	
95	67289	483	751	269	
96	67772	333	205	257	
97	68221	33	223	237	
98	68421	183	262	551	
99	70753	150	265	279	
100	70903	883	227	256	
101	73301	183	-176	-11	
102	73484	366	72	89	
103	74034	1516	77	108	
104	75549	233	276	326	
105	75782	516	233	285	
106	76299	400	731	320	
107	76699	350	796	299	
108	77048	333	673	281	
109	77381	150	226	277	
110	80213	17	68	339	
111	80412	933	57	110	
112	81345	183	293	320	
113	81528	933	265	285	
114	82461	1149	748	268	
115	83610	166	342	243	
116	83777	300	273	261	
117	84077	633	212	532	
118	84709	117	229	242	
119	84826	100	217	191	
120	87357	100	-85	-1111	
121	87457	383	110	-1037	
122	87840	183	62	184	
123	88024	466	80	115	
124	88490	100	-224	81	
125	88990	183	333	1046	
126	89173	200	280	507	
127	89373	216	305	359	
128	89589	683	276	301	
129	90272	500	714	269	
130	90772	450	734	544	
131	91221	583	765	288	
132	91804	183	662	261	
133	91987	167	319	300	
134	92154	333	279	265	
135	92487	316	204	511	
136	92803	416	238	543	
137	93220	283	138	490	
138	93503	267	264	292	
139	97683	17	-720	518	
140	98166	183	449	417	
141	98349	883	216	275	
142	99232	949	166	516	
143	100181	283	212	575	
144	100465	616	260	549	
145	101081	1549	-318	1098	
146	102630	600	-734	1078	
147	103229	250	-1383	603	
148	103479	433	-1252	533	
149	103912	450	-1206	473	
150	104362	216	-1116	424	
151	104578	649	-1069	409	
152	105461	200	258	327	
153	105661	1149	222	272	
154	106810	233	273	484	
155	107043	300	275	542	
156	107343	167	247	337	
157	107510	266	232	262	
158	107776	1066	625	410	
159	108842	150	346	292	
160	108992	316	204	265	
161	109308	166	-25	257	
162	115137	283	263	329	
163	115420	783	214	263	
164	116320	116	782	297	
165	121233	933	81	109	
166	122165	1099	342	346	
167	123265	200	796	298	
168	123464	500	845	299	
169	123964	450	753	542	
170	124414	600	860	277	
171	128161	200	508	415	
172	128361	516	339	407	
173	129027	17	919	377	
174	129476	616	608	491	
175	130093	200	894	340	
176	130293	183	881	306	
177	130476	799	369	364	
178	131275	217	158	333	
179	131492	250	102	326	
180	131741	683	337	320	
181	132424	333	602	501	
182	136555	100	-183	117	
183	136654	100	131	646	
184	136904	150	92	1261	
185	137054	100	-1947	1159	
186	137704	117	21	608	
187	137820	266	298	273	
188	138087	383	184	276	
189	138470	466	374	512	
190	148146	267	569	332	
191	148412	533	832	292	
192	148945	133	725	485	
193	150727	366	849	264	
194	151094	283	886	285	
195	151510	100	884	284	
196	151610	183	871	247	
197	152010	17	868	242	
198	152193	250	848	250	
199	159954	67	873	316	
200	163501	150	289	296	
201	163651	533	247	287	
202	164184	500	221	538	
203	164684	250	801	267	
204	164933	333	748	262	
205	165267	466	240	296	
206	165733	266	265	261	
207	170180	116	361	464	
208	170296	316	724	315	
209	170613	400	761	282	
210	171012	150	183	344	
211	171162	533	85	325	
212	171695	166	527	404	
213	172128	83	703	299	
214	172211	233	749	274	
215	172728	50	805	296	
216	174526	333	-192	134	
217	174860	100	-538	440	
218	177058	17	334	453	
219	177526	17	280	432	
220	190398	250	673	358	
221	190914	466	598	373	
222	194029	17	143	176	
223	219577	17	1020	608	
224	221942	17	938	710	
225	232601	17	379	1197	
