Data properties:

Recording date: 4/29/2016
Recording time: 12:00:48:910 (corresponds to time 0)
Study: False Belief 2
Subject: 121
Recording: 121
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	33	133	1083	447	
1	500	133	-134	582	
2	750	17	-3032	1547	
3	5846	100	214	337	
4	6179	1232	231	348	
5	7411	217	122	383	
6	7911	33	90	376	
7	8194	17	97	374	
8	8327	33	226	353	
9	8927	783	228	355	
10	10126	333	225	331	
11	10592	133	243	257	
12	10842	133	-191	-26	
13	11209	17	93	126	
14	12025	83	677	330	
15	12108	250	754	277	
16	12358	1366	754	354	
17	13907	33	641	361	
18	14073	216	636	360	
19	14290	566	751	361	
20	14973	116	737	365	
21	18903	183	773	219	
22	19086	267	752	310	
23	19352	100	684	311	
24	21651	433	243	339	
25	22084	100	476	345	
26	23299	633	245	344	
27	23932	100	417	362	
28	24648	283	768	293	
29	24931	133	915	335	
30	25215	300	925	313	
31	26097	350	246	333	
32	26447	100	78	199	
33	29794	366	700	419	
34	30161	350	732	463	
35	31227	766	234	347	
36	31993	166	276	505	
37	32343	516	236	315	
38	32859	166	789	334	
39	33026	266	791	296	
40	33292	633	680	414	
41	33925	1183	727	458	
42	35108	450	844	472	
43	35557	233	754	344	
44	35791	216	238	381	
45	36007	566	220	312	
46	36706	333	737	354	
47	37040	366	773	310	
48	37406	1149	81	90	
49	38555	217	187	341	
50	39521	117	197	355	
51	39638	483	755	340	
52	43202	316	295	328	
53	43518	100	607	333	
54	43935	17	862	382	
55	44268	17	148	423	
56	44468	17	208	284	
57	44767	117	158	337	
58	46235	131	80	347	
59	46583	67	455	320	
60	47099	117	761	314	
61	47216	100	335	360	
62	47499	233	252	379	
63	47732	133	288	472	
64	51096	550	295	409	
65	52328	383	188	474	
66	52961	33	251	382	
67	54777	416	272	319	
68	55193	133	307	446	
69	58241	416	299	424	
70	58657	100	624	368	
71	59174	250	764	307	
72	59423	683	704	428	
73	60106	183	788	469	
74	61072	550	762	300	
75	61755	200	748	313	
76	61955	367	751	479	
77	62321	350	794	458	
78	63153	133	307	367	
79	63287	433	298	424	
80	63720	100	704	353	
81	67317	816	297	447	
82	68350	433	310	307	
83	68783	316	730	424	
84	69099	383	718	462	
85	69482	350	726	308	
86	69832	783	830	470	
87	70615	183	743	378	
88	70798	1033	733	295	
89	71830	100	302	346	
90	72247	17	719	454	
91	72513	699	706	472	
92	73579	150	385	319	
93	73729	200	298	335	
94	77010	33	848	513	
95	77176	183	184	674	
