vis_perspective_total,vis_perspective_scorable,vis_perspective_average,shape_stroop_total,shape_stroop_scorable,shape_stroop_average,word_fam_yes_known_total,word_fam_scorable_known,word_fam_yes_unknown_total,word_fam_scorable_unknown,word_fam_yes_known_average,word_fam_yes_unknown_average,word_fam_difference_score,obj_nam_yes_known_total,obj_nam_scorable_known,obj_nam_yes_unknown_total,obj_nam_scorable_unknown,obj_nam_yes_known_average,obj_nam_yes_unknown_average,obj_nam_difference_score,penny_total,penny_scorable,penny_average,beads_1bead_average,beads_2beads_average,tubes_screen_total,tubes_screen_scorable,tubes_noscreen_total,tubes_noscreen_scorable,tubes_screen_peeks_total,tubes_noscreen_peeks_total,tubes_extrapeeks_total,tubes_screen_average,tubes_noscreen_average,tubes_screen_peeks_average,tubes_noscreen_peeks_average,tubes_difference_score,comp_pretense_total,comp_pretense_scorable,comp_pretense_average,pots_total,pots_average,baby_mommy_total,baby_mommy_scorable,baby_mommy_average,picturebook_false_belief,contents_false_belief,,
23,6,0.766666667,18,6,1,0,0,0,0,0,0,0,6,6,6,6,1,1,0,2,3,0.166666667,0.8,0,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,4,4,1,14,0.875,0,0,0,0,0,,
