vis_perspective_total,vis_perspective_scorable,vis_perspective_average,shape_stroop_total,shape_stroop_scorable,shape_stroop_average,obj_nam_yes_known_total,obj_nam_scorable_known,obj_nam_yes_unknown_total,obj_nam_scorable_unknown,obj_nam_yes_known_average,obj_nam_yes_unknown_average,obj_nam_difference_score,penny_total,penny_scorable,penny_average,beads_1bead_average,beads_2beads_average,comp_pretense_total,comp_pretense_scorable,comp_pretense_average,pots_total,pots_average,object_stroop_total,object_stroop_scorable,object_stroop_average,PI_complete_ignorance,PI_partial_ignorance,PI_complete_knowledge,PI_average
17,6,0.566666667,13,6,0.722222222,1,5,1,6,0.2,0.166666667,0.033333333,,,,0.2,0,3,4,0.75,5,0.3125,3,12,0.25,0,,1,0.5
