Data properties:

Recording date: 2/23/2016
Recording time: 09:35:14:325 (corresponds to time 0)
Study: False Belief 2
Subject: 114
Recording: 114
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
1	0	749	60	89	
2	749	3847	67	132	
3	4596	216	403	451	
4	7011	50	609	917	
5	7344	83	107	378	
6	7428	1482	175	372	
7	8910	699	157	465	
8	9609	1049	174	383	
9	10659	933	28	379	
10	11591	566	190	455	
11	12157	766	173	353	
12	12924	650	176	496	
13	13573	1016	32	108	
14	14589	1149	702	407	
15	15738	683	728	495	
16	16421	616	723	380	
17	17037	666	602	376	
18	17703	566	707	368	
19	18270	416	606	387	
20	18686	1433	713	371	
21	20118	999	46	121	
22	21118	549	180	408	
23	21667	250	66	413	
24	21917	233	799	418	
25	22150	1049	846	412	
26	23199	300	703	390	
27	23499	233	213	380	
28	23732	566	50	397	
29	24299	666	179	370	
30	24965	266	196	483	
31	25231	233	585	434	
32	25465	233	159	428	
33	25698	549	727	397	
34	26247	266	136	390	
35	26513	383	50	393	
36	26896	316	-233	70	
37	27213	1049	27	101	
38	28262	233	228	449	
39	28495	1149	199	507	
40	29644	3597	678	478	
41	33242	666	190	485	
42	33908	200	505	491	
43	34108	966	656	485	
44	35074	233	726	370	
45	35307	483	727	308	
46	35790	433	148	348	
47	36223	466	204	487	
48	36689	1083	28	99	
49	37772	383	207	396	
50	38155	1465	153	420	
51	39620	300	722	392	
52	39920	250	706	359	
53	40170	849	200	399	
54	41019	266	678	361	
55	41286	916	247	431	
56	42202	1082	223	338	
57	43284	433	712	331	
58	43717	483	729	363	
59	44200	416	780	397	
60	44617	350	739	412	
61	44966	233	678	409	
62	45199	983	615	404	
63	46182	899	232	346	
64	47248	383	172	345	
65	47631	816	218	334	
66	48447	1033	25	97	
67	49480	200	213	401	
68	49680	2282	225	458	
69	52078	1199	225	455	
70	53277	1382	260	456	
71	54659	1166	220	449	
72	55825	550	204	306	
73	56375	416	763	332	
74	56791	550	22	100	
75	57474	450	435	364	
76	57923	316	194	386	
77	58240	250	781	374	
78	58490	849	722	360	
79	59339	799	699	322	
80	60138	350	710	384	
81	60488	716	759	469	
82	61204	250	680	403	
83	61454	1166	698	326	
84	62620	716	168	341	
85	63336	250	173	409	
86	63586	333	96	378	
87	63919	550	165	491	
88	64618	167	183	447	
89	64785	383	95	401	
90	65168	250	605	330	
91	65418	883	718	355	
92	66300	516	237	373	
93	66817	1033	39	91	
94	67849	433	249	400	
95	68282	350	684	361	
96	68632	1199	671	415	
97	69964	450	198	367	
98	70414	216	631	349	
99	70630	1599	668	318	
100	72512	33	-1955	201	
101	72879	50	-1897	268	
102	76060	449	225	370	
103	76510	499	244	317	
104	77009	733	832	525	
105	77742	366	610	550	
106	78108	100	-414	813	
107	79208	17	-1672	1531	
