Data properties:

Recording date: 3/22/2016
Recording time: 15:26:57:413 (corresponds to time 0)
Study: 4
Subject: 117
Recording: 117
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	482	1249	39	100	
1	1731	266	549	662	
2	2581	17	986	1038	
3	3896	816	54	134	
4	4712	350	89	316	
5	5195	83	68	322	
6	5279	333	-696	653	
7	5612	766	370	364	
8	6478	167	-320	1019	
9	6644	216	468	366	
10	6861	2598	379	183	
11	9692	183	-76	173	
12	9875	1966	36	92	
13	11841	583	121	773	
14	12424	233	546	350	
15	12657	366	680	340	
16	13024	416	233	379	
17	13440	533	702	373	
18	13973	266	216	388	
19	14239	599	95	359	
20	16403	150	754	292	
21	16553	500	756	340	
22	17053	1299	774	380	
23	18352	266	747	431	
24	18618	233	811	436	
25	18851	400	206	386	
26	19251	300	386	352	
27	19551	200	644	335	
28	20367	200	-1791	653	
29	21433	17	366	351	
30	21683	100	654	369	
31	21782	233	701	393	
32	22015	500	717	444	
33	22515	749	201	329	
34	23265	300	728	343	
35	23564	300	696	446	
36	25296	117	266	329	
37	25413	233	119	335	
38	25646	150	181	422	
39	25912	400	190	466	
40	26312	283	653	357	
41	26595	1016	197	372	
42	27611	550	693	383	
43	28161	266	703	258	
44	28427	233	227	268	
45	28660	150	21	419	
46	29643	83	-91	90	
47	29726	566	47	96	
48	30292	100	-37	307	
49	32341	316	727	366	
50	32658	183	204	370	
51	32841	749	183	458	
52	33591	216	738	337	
53	33807	183	698	347	
54	33990	433	659	319	
55	36488	150	-256	409	
56	36638	117	226	480	
57	37171	217	209	395	
58	37388	550	758	379	
59	37937	183	643	342	
60	38120	216	270	347	
61	38337	100	192	354	
62	38920	166	748	310	
63	40236	100	-479	377	
64	40585	83	-1328	844	
65	40818	50	-1320	852	
66	41085	50	-676	1230	
67	41468	100	388	361	
68	41568	200	254	357	
69	41768	333	664	334	
70	42101	200	805	327	
71	42301	300	227	346	
72	43000	83	37	356	
73	43083	516	91	353	
74	43600	216	46	82	
