Data properties:

Recording date: 2/9/2016
Recording time: 13:20:07:184 (corresponds to time 0)
Study: 11
Subject: 112
Recording: 112
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
1	0	357	-557	1	
2	357	1882	73	83	
3	2555	1249	68	75	
4	3804	416	459	956	
5	4221	516	617	439	
6	4953	117	388	442	
7	5070	350	-35	474	
8	5420	350	-83	519	
9	5769	233	-673	528	
10	6003	166	-1440	535	
11	6169	233	-1367	554	
12	6769	550	12	168	
13	7318	250	103	784	
14	7568	483	28	752	
15	8051	316	123	896	
16	8368	300	13	760	
17	8667	283	-106	-42	
18	8950	266	-333	-308	
19	9217	416	-610	-502	
20	9633	350	-583	-110	
21	9983	183	-746	598	
22	10166	317	-616	881	
23	10483	300	60	827	
24	10782	266	-5	749	
25	11049	616	330	456	
26	11665	366	21	198	
27	12031	233	401	162	
28	12265	1549	407	126	
29	13813	350	382	200	
30	14163	250	406	133	
31	14630	566	30	-40	
32	15196	200	57	112	
33	15396	999	38	53	
34	16595	1049	44	36	
35	17761	283	707	331	
36	18044	233	656	304	
37	18277	233	616	312	
38	18510	233	191	347	
39	18743	650	75	343	
40	19393	383	150	375	
41	19776	483	725	277	
42	20259	666	772	310	
43	20925	400	771	255	
44	21325	117	723	371	
45	22057	333	188	370	
46	22390	899	95	304	
47	23290	550	15	337	
48	24789	183	770	357	
49	24972	183	806	306	
50	25155	649	765	284	
51	25805	550	54	63	
52	26654	633	51	61	
53	27287	333	246	357	
54	27620	333	741	322	
55	27953	566	661	353	
56	28519	466	184	302	
57	28986	233	242	292	
58	29219	616	172	289	
59	29835	100	280	282	
60	30268	150	762	274	
61	30418	333	704	305	
62	31034	83	527	1172	
63	31117	183	464	1290	
64	31301	250	498	1124	
65	31550	183	324	979	
66	31734	400	316	372	
67	32133	400	419	426	
68	32533	250	363	429	
69	32783	1182	290	274	
70	33965	566	730	278	
71	34665	167	707	286	
72	34831	183	351	280	
73	35015	1599	308	277	
74	36613	150	142	276	
75	36996	83	394	276	
76	37080	266	745	312	
77	37346	683	682	330	
78	39028	83	-1256	1167	
79	39112	333	-1191	1122	
80	39778	2448	54	69	
