"Subject_ID","vis_perspective_total","vis_perspective_scorable","vis_perspective_average","shape_stroop_total","shape_stroop_scorable","shape_stroop_average","obj_nam_yes_known_total","obj_nam_scorable_known","obj_nam_yes_unknown_total","obj_nam_scorable_unknown","obj_nam_yes_known_average","obj_nam_yes_unknown_average","obj_nam_difference_score","penny_total","penny_scorable","penny_average","beads_1bead_average","beads_2beads_average","comp_pretense_total","comp_pretense_scorable","comp_pretense_average","pots_total","pots_average","object_stroop_total","object_stroop_scorable","object_stroop_average","PI_complete_ignorance","PI_complete_knowledge","PI_average"
64,18,6,1,9,6,0.5,0,6,0,6,0,0,0,3,3,0.25,0.4,0,2,4,0.5,13,0.8125,0,12,0,0,1,0.666666667
