136,2.76,1.87,2.98,0.46,2.74,2.49,2.97,2.98,2.98,2.81,2.76,2.98,0.77,2.97,0,2.24,0.2,2.97,2.61,2.97
137,0,0.91,0.02,0,0,2.86,1.93,2.58,1.92,0,0.11,2.65,1.52,0,2.85,0,2.62,0,0,1.87
138,2.26,2.67,2.93,2.74,1.14,0,2.75,2.98,2.42,2.98,2.98,1.82,0,0,2.1,2.32,1.22,2.97,2.98,2.34
139,2.98,2.98,1.2,1.02,1.54,2.87,1.45,2.68,1.9,2.85,2.98,1.05,2.98,2.99,2.84,1.71,2.77,2.83,1.62,2.55
141,1.92,0.75,2.44,0.78,2.98,1.06,0.78,1.84,2.98,1.21,1.83,2.95,1.96,1.87,0,0.85,0.92,1.13,0.87,1.13
142,0.94,0,1.05,1.17,0.7,1.23,0.89,1.37,1.05,2.23,0.75,0.75,2.25,0.98,0,1.04,1,0.73,0.87,0.79
143,2.64,2.97,2.2,2.74,2.39,2.98,2.98,2.3,0,2.59,2,2.61,2.72,2.32,0.55,2.93,2.14,2.97,2.98,2.62
144,2.19,2.62,1.15,2.77,1.49,2.76,2.97,2.98,2.77,1.43,1.48,2.93,2.98,2.99,2.98,2.98,1.9,2.71,2.99,1.43
145,1.12,2.97,2.69,0,2.5,0,2.97,0.02,0,2.98,2.97,2.97,1.81,2.21,2.97,2.97,2.97,1.69,2.35,2.97
146,2.87,0,2.98,2.72,2.97,2.98,2.98,2.75,1.77,2.97,2.77,2.97,0.77,2.58,2.72,2.97,2.98,2.59,2.56,2.97
147,0.22,2.12,2.8,0.85,0.8,2.58,2.99,0,2.43,0,0.95,2.51,2.57,0,1.4,0.92,2.09,0,1.07,2.48
148,0.52,1.33,2.75,0.28,1.12,1.05,1.45,2.98,2.45,2.97,2.75,0.12,2.97,1.41,2.98,1.65,2.66,2.12,2.98,2.7
149,2.99,2.97,1.42,2.98,2.98,2.97,2,2.97,2.98,2.98,2.98,2.98,2.97,2.71,2.98,2.59,2.97,2.97,2.98,0
150,2.85,0.37,2.25,1.07,1.83,2.64,1.38,1.33,0,0.4,2.98,1.02,1.42,0.28,0,2.72,1.78,2.81,2.16,2.99
151,2.82,0,0.37,2.26,2.44,2.54,1.68,2.06,2.51,1.97,2.98,0,2.65,1.3,2.37,0.93,1.7,1.48,1.34,1.1
155,1.64,2.27,1.99,0,0.72,1.61,1.57,0.57,2.2,0.6,0,0,2.8,2,0.9,0.57,1.1,0,2.05,2.86
156,2.78,2.58,0,1.8,0,2.79,0.72,2.87,2.53,1.72,1.96,0,1.27,2.12,2.59,2.21,1.4,1.78,0,1.02
157,0.92,1.25,0.43,1.69,2.67,1.75,1.3,1,0,2.26,0.79,0.03,0.41,,,,,,,
158,0,0.95,1.16,2.81,0.3,2.97,0.27,2.89,2.69,1.97,2.73,0,2.98,0,1.05,1.12,0.73,0.15,1.36,0
159,2.83,2.69,1.93,1.78,2.77,2.99,2.55,2.49,2.97,2.68,2.73,2.77,1.8,2.98,2.76,2.27,2.97,2.51,2.86,1.95
160,2.97,0,2.98,2.71,0,0,2.98,2.66,2.98,2.98,2.97,2.98,1.32,1.3,2.8,1.76,1.23,2.97,1.98,2.74
161,2.33,0.02,1.87,1.71,0,0,0.03,2.98,0.17,0,0,0,0,2.98,0.02,1.21,0.37,1.16,1.5,1.24
162,2.39,0,2.98,0,0.75,0.15,0.15,0,0,1.44,0,0,0.72,0,0,2.59,2.68,1.3,0,0
163,0,0.94,1.62,0,1.8,0,0,0,2.61,0,0,0,0.95,0,0,0.46,0,,,
164,0.66,1.62,1.15,2.69,2.74,2.7,1.62,2.98,2.97,2.66,1.78,2.24,0.98,2.05,0.83,2.98,0,1.52,1.95,2.7
165,1.67,1.17,0,0.84,1.96,0.75,0,2.97,1.6,1.33,0,0,1.23,2.68,0,2.13,1.76,0,0.01,0.7
166,0.7,1.28,2.15,0.85,0.43,1.12,2.35,2.7,1.15,0.09,1.48,2.21,2.62,1.01,1.56,0.44,1.72,1.37,2.54,0
167,2.07,1.2,2.48,2.72,1.3,2.72,2.4,2.97,2.84,2.68,1.88,2.18,2.97,2.78,2.01,2.98,2.71,2.01,2.98,2.89
169,2.97,2.63,2.74,2.03,2.33,2.7,2.5,2.69,2.7,2.98,0.72,0.43,2.98,2.97,2.98,2.72,2.67,2.11,2.54,2.71
170,1.37,1.19,1.7,2.77,1.43,0,2.15,2.7,2.59,2.46,2.14,0.93,0.67,2.55,1.12,1.78,0.45,1.08,1.05,1.07
171,2.49,2.5,2.55,2.97,0.36,1.78,2.47,1.37,0.83,2.55,2.29,1.92,0.5,1.95,1.86,2.54,2.98,1.15,1.13,0
172,0,1.85,0,0,0,0,0.93,1.2,0.35,0.28,0,2.6,0.72,2.1,1.32,0,0,1.7,0,1.76
173,1.81,0.17,1.57,1.46,2.97,2.58,0,2.16,1.85,2.23,1.26,2.46,1.25,1.17,2.08,2.14,2.57,2.23,1.46,0.4
174,2.86,2.76,2.11,2.52,2.56,2.7,1.78,2.54,2.55,2.06,2.72,1.26,1.7,1.44,2.02,2.74,2.57,2.36,1.7,2.64
175,2.72,2.09,0,2.74,0,0,0,2.11,0,0.5,2.78,0,0,1.67,0,,,,,
