Data properties:

Recording date: 2/29/2016
Recording time: 14:10:55:789 (corresponds to time 0)
Study: Associative 1
Subject: 113
Recording: 113
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	0	475	53	14	
1	475	283	4	50	
2	758	1982	64	54	
3	2874	650	29	54	
4	3524	200	764	324	
5	3724	216	988	336	
6	3940	566	1068	349	
7	4506	183	753	339	
8	4690	233	324	301	
9	4923	167	262	314	
10	5089	583	367	335	
11	5672	816	77	324	
12	6488	300	733	335	
13	6788	150	797	345	
14	6938	766	1077	346	
15	7704	150	656	317	
16	7854	283	782	335	
17	8137	350	371	330	
18	8487	233	43	57	
19	8903	183	-252	103	
20	9086	100	-329	360	
21	9436	83	317	948	
22	9520	266	461	293	
23	9786	383	376	341	
24	10169	783	92	339	
25	10952	300	484	323	
26	11251	733	812	326	
27	11984	917	1056	352	
28	12901	300	296	358	
29	13200	249	138	323	
30	13450	583	79	346	
31	14033	749	363	339	
32	14932	150	-229	527	
33	15082	100	-381	1038	
34	15299	183	160	1333	
35	15482	217	473	250	
36	15698	350	375	349	
37	16048	216	127	304	
38	16265	300	78	319	
39	16564	233	85	364	
40	16797	233	311	340	
41	17031	433	370	337	
42	17464	216	865	337	
43	17680	250	1028	327	
44	17930	233	1058	355	
45	18163	699	795	346	
46	18862	333	1068	355	
47	19196	250	1094	318	
48	19445	216	413	299	
49	19662	200	344	337	
50	19862	700	104	316	
51	20561	999	27	61	
52	21561	616	786	347	
53	22177	250	199	302	
54	22427	583	352	335	
55	23009	583	79	318	
56	23593	716	363	342	
57	24309	383	353	394	
58	24692	933	94	326	
59	25624	716	362	334	
60	26341	167	128	82	
61	26824	83	20	156	
62	28506	216	18	28	
63	28722	382	9	85	
64	29104	367	-62	812	
65	29655	99	563	451	
66	29754	683	381	328	
67	30437	233	945	346	
68	30670	999	1049	373	
69	31669	1499	808	349	
70	33169	567	1070	356	
71	33735	267	1106	387	
72	34202	83	1122	453	
73	34285	133	994	324	
74	34518	83	143	407	
75	35051	150	423	347	
76	36217	117	723	362	
77	36334	333	775	367	
78	40914	33	265	239	
79	41513	83	355	383	
80	41596	200	131	358	
81	41796	166	77	386	
82	41963	100	24	403	
83	48107	17	476	244	
84	48274	533	389	335	
85	48807	350	869	343	
86	49157	433	800	349	
87	49590	466	1036	362	
88	50056	100	976	349	
89	50289	50	-3486	811	
90	50456	84	-298	160	
91	50540	266	-172	142	
92	50806	1365	24	69	
93	52171	283	312	95	
94	52455	616	368	233	
95	53071	300	448	262	
96	53371	300	486	284	
97	53670	383	400	369	
98	54054	450	394	232	
99	54504	649	438	122	
100	55153	100	-1251	1004	
101	55436	33	-1525	1208	
