Data properties:

Recording date: 2/16/2016
Recording time: 13:19:18:785 (corresponds to time 0)
Study: Associative 2
Subject: 112
Recording: 112
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
1	0	227	-44	449	
2	227	233	-534	9	
3	460	200	-448	410	
4	660	1716	85	70	
5	2558	117	-3	152	
6	2675	799	66	74	
7	4174	533	352	374	
8	4707	366	100	369	
9	5073	233	137	370	
10	5306	216	872	367	
11	5523	333	800	380	
12	5856	1266	1068	384	
13	7122	433	756	378	
14	7554	766	819	381	
15	8321	200	306	360	
16	8520	716	-151	96	
17	9237	616	45	83	
18	10069	117	783	599	
19	10186	300	699	596	
20	10486	250	725	909	
21	10736	216	446	369	
22	10952	566	380	374	
23	11518	766	104	354	
24	12767	184	832	386	
25	13300	183	789	381	
26	13483	899	831	369	
27	14383	233	159	364	
28	14616	483	84	365	
29	15099	266	1010	352	
30	15365	466	1094	368	
31	15832	183	-16	81	
32	16015	400	47	76	
33	16414	816	68	610	
34	17231	233	-582	1495	
35	17464	116	-606	1533	
36	17580	283	-770	1479	
37	17863	333	-794	1562	
38	18196	566	-770	1395	
39	18763	183	264	408	
40	19212	133	366	300	
41	19346	250	376	361	
42	19895	33	404	401	
43	20112	150	1014	390	
44	20511	17	908	355	
45	20728	366	818	360	
46	21094	683	136	357	
47	21944	133	98	347	
48	22077	184	392	407	
49	22260	883	782	363	
50	23143	249	279	484	
51	23859	50	33	50	
52	24209	517	44	50	
53	24725	234	661	880	
54	24959	466	411	354	
55	25425	233	387	386	
56	25658	333	391	421	
57	25991	216	130	375	
58	26208	266	803	354	
59	26874	183	845	391	
60	27057	200	773	388	
61	27257	600	1061	389	
62	27857	266	330	351	
63	28123	350	117	362	
64	28473	483	80	363	
65	29289	133	-204	296	
66	30372	1049	27	82	
67	31422	216	708	1103	
68	31638	250	481	1131	
69	32037	500	507	402	
70	32837	416	320	346	
71	33253	716	83	346	
72	33969	217	716	351	
73	34186	199	806	368	
74	34385	100	1024	364	
75	34685	799	1057	373	
76	35485	166	680	382	
77	35651	217	316	396	
78	35868	333	328	355	
79	36200	200	382	372	
80	36400	250	128	367	
81	36650	333	72	351	
82	36983	200	738	349	
83	37183	266	1024	353	
84	37450	466	1082	365	
85	37916	316	840	374	
86	38233	366	791	365	
87	38599	183	799	413	
88	38782	433	87	362	
89	39215	200	151	374	
90	39415	216	329	374	
91	39631	783	390	358	
92	40414	699	326	358	
93	41114	233	396	386	
94	41697	366	386	356	
95	42063	833	812	351	
96	43379	267	883	1150	
97	43645	200	1423	1574	
98	43845	166	1321	1406	
99	44145	133	512	468	
100	44278	683	396	355	
101	44961	699	103	368	
102	45660	217	398	384	
103	45877	532	787	385	
104	46410	234	222	348	
105	46643	316	105	346	
106	46959	350	743	393	
107	47309	117	807	381	
108	47426	100	840	368	
109	48608	17	589	353	
110	49424	217	1020	347	
111	49641	232	804	352	
112	49873	350	379	345	
113	50224	216	145	342	
114	50890	100	308	418	
115	51206	633	385	357	
116	51839	116	421	348	
117	52072	666	456	365	
118	52739	266	355	335	
119	53005	849	355	389	
120	53854	333	79	369	
121	54187	300	49	76	
122	54720	516	42	58	
123	55237	466	800	1053	
124	55986	283	499	460	
125	56269	333	452	752	
126	56602	349	171	592	
127	56952	634	-199	337	
128	57735	266	353	234	
129	58001	350	383	258	
130	58701	483	723	153	
131	59500	183	839	95	
132	59900	150	352	160	
133	60050	866	298	141	
134	60916	200	387	252	
