Data properties:

Recording date: 2/12/2016
Recording time: 09:52:43:920 (corresponds to time 0)
Study: Associative 2
Subject: 110
Recording: 110
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Velocity threshold: 35
Distance threshold: 35

FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	
0	0	76	961	561	
1	76	333	95	392	
2	409	233	45	-16	
3	642	1066	68	93	
4	1857	166	60	28	
5	2024	983	51	93	
6	3006	300	410	378	
7	3306	383	398	418	
8	3689	300	978	417	
9	3989	833	791	403	
10	4822	233	226	378	
11	5055	333	177	380	
12	5388	899	380	405	
13	6287	300	357	378	
14	6587	616	865	393	
15	7203	799	1012	401	
16	8186	216	62	142	
17	8402	733	50	92	
18	9135	833	386	381	
19	9968	483	153	383	
20	10451	333	145	445	
21	10784	600	393	409	
22	11384	233	894	378	
23	11617	483	1034	389	
24	12100	167	766	382	
25	14714	283	25	102	
26	15114	166	367	380	
27	15397	150	369	356	
28	15547	250	863	410	
29	15797	316	804	399	
30	16113	633	1013	416	
31	16896	283	346	373	
32	17313	416	389	409	
33	17912	33	431	406	
34	18195	84	228	375	
35	18279	549	131	379	
36	18828	650	766	376	
37	19611	500	776	425	
38	20111	732	62	84	
39	21226	16	154	273	
40	21826	116	771	332	
41	22092	17	581	309	
42	22692	200	598	294	
43	23041	116	832	342	
44	23325	83	826	325	
45	23524	83	644	313	
46	23608	450	127	326	
47	24407	33	-107	289	
48	25090	250	855	396	
49	25340	799	752	371	
50	26139	999	44	113	
51	27139	633	398	386	
52	27772	549	973	380	
53	28321	233	823	356	
54	28704	266	445	404	
55	28970	300	338	324	
56	29270	366	334	395	
57	29637	416	190	369	
58	30053	567	149	419	
59	30620	300	56	380	
60	30919	100	-89	266	
61	33933	83	392	473	
62	34017	234	182	404	
63	34250	249	134	375	
64	34500	333	692	423	
65	34833	267	977	376	
66	35216	300	982	377	
67	35633	200	951	379	
68	35832	450	807	371	
69	36282	750	417	379	
70	37148	100	57	95	
71	37415	116	78	98	
72	37531	100	41	88	
73	40130	16	186	972	
74	40263	33	214	1126	
75	41828	183	444	413	
76	42011	150	397	378	
77	42260	150	395	385	
78	42410	216	352	371	
79	42627	200	135	350	
80	42827	700	146	391	
81	43526	167	157	425	
82	43693	100	111	385	
83	43793	1166	366	368	
84	45093	133	772	407	
85	45342	167	769	399	
86	45509	133	1078	408	
87	45792	333	1064	393	
88	46258	399	410	406	
89	46657	449	137	393	
90	47107	1100	146	430	
91	48206	366	52	73	
92	50072	150	135	252	
93	50222	167	408	229	
94	50522	116	402	269	
95	50788	267	401	269	
